countryCode2,countryCode3,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight 
GB,GBR,39,male,rural,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility|,|It increases dependence on the state || It is against the principle of linking merit and reward|,26_39,0.486084914
GB,GBR,57,female,urban,low,no,yes,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,40_65,1.308.833.085
GB,GBR,65,female,urban,low,no,yes,I know something about it,I would not vote,None of the above,None of the above,Only the people who need it most should get something from the state,40_65,1.308.833.085
GB,GBR,39,female,urban,medium,no,yes,I understand it fully,I would probably vote against it,‰Û_ spend more time with my family,|It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,1.571.512.941
GB,GBR,49,male,urban,low,yes,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working,40_65,1.136.057.805
GB,GBR,53,male,rural,medium,yes,no,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces bureaucracy and administrative expenses || It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility || It creates more equality of opportunity|,|It increases dependence on the state || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit || It is impossible to finance|,40_65,0.348299038
GB,GBR,37,female,rural,medium,yes,yes,I know something about it,I would probably vote for it,‰Û_ stop working,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || Only the people who need it most should get something from the state || It increases dependence on the state|,26_39,0.400065272
GB,GBR,41,male,urban,medium,yes,no,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,None of the above,None of the above,40_65,1.368.167.856
GB,GBR,26,female,rural,high,yes,no,I understand it fully,I would vote for it,‰Û_ stop working,It creates more equality of opportunity,|It might encourage people to stop working || It is impossible to finance|,26_39,0.304150794
GB,GBR,52,male,urban,high,yes,yes,I know something about it,I would probably vote for it,‰Û_ do more volunteering work,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It is impossible to finance || Only the people who need it most should get something from the state|,40_65,1.141.259.191
GB,GBR,50,female,rural,medium,no,yes,I know something about it,I would probably vote against it,‰Û_ look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit,40_65,0.416300798
GB,GBR,19,male,rural,medium,yes,no,I understand it fully,I would not vote,None of the above,None of the above,None of the above,14_25,0.846833767
GB,GBR,47,male,rural,medium,yes,no,I have heard just a little about it,I would vote for it,‰Û_ work as a freelancer,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It increases appreciation for household work and volunteering|,|It increases dependence on the state || It is against the principle of linking merit and reward|,40_65,0.348299038
GB,GBR,42,male,urban,high,yes,no,I have heard just a little about it,I would vote against it,‰Û_ gain additional skills,It increases appreciation for household work and volunteering,It increases dependence on the state,40_65,1.141.259.191
GB,GBR,26,female,urban,high,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It creates more equality of opportunity || It increases solidarity because it is funded by everyone || It encourages financial independence and self-responsibility || It reduces anxiety about financing basic needs|,|It increases dependence on the state || It might encourage people to stop working || Only the people who need it most should get something from the state|,26_39,1.194.747.314
