countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
FR,France,40,female,rural,medium,no,yes,I know something about it,I would probably vote for it,‰Û_ look for a different job,None of the above,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward|,40_65,1.359.917.273
FR,France,50,male,urban,medium,no,yes,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,None of the above,40_65,1.296.589.204
FR,France,49,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ stop working,None of the above,|Foreigners might come to my country and take advantage of the benefit || It is impossible to finance || It might encourage people to stop working || It is against the principle of linking merit and reward|,40_65,1.296.589.204
FR,France,37,male,urban,high,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state|,26_39,0.84578293
FR,France,23,male,urban,medium,yes,yes,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone|,It increases dependence on the state,14_25,1.437.929.047
FR,France,36,female,urban,medium,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It increases solidarity because it is funded by everyone,Foreigners might come to my country and take advantage of the benefit,26_39,1.273.751.517
FR,France,43,male,urban,high,yes,no,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,|It is impossible to finance || It might encourage people to stop working || It increases dependence on the state|,40_65,0.478391917
FR,France,23,male,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering|,|It might encourage people to stop working || It increases dependence on the state || It is against the principle of linking merit and reward|,14_25,175.269.817
FR,France,30,male,urban,medium,no,yes,I understand it fully,I would not vote,None of the above,None of the above,None of the above,26_39,1.284.402.072
FR,France,14,male,urban,low,no,no,I have heard just a little about it,I would vote for it,‰Û_ stop working,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,14_25,175.269.817
FR,France,41,male,rural,medium,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,40_65,1.239.491.087
FR,France,28,male,rural,high,yes,no,I know something about it,I would vote for it,‰Û_ gain additional skills,It reduces bureaucracy and administrative expenses,|It is against the principle of linking merit and reward || Only the people who need it most should get something from the state|,26_39,0.808537045
FR,France,23,female,urban,medium,no,yes,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It creates more equality of opportunity || It increases appreciation for household work and volunteering|,|Foreigners might come to my country and take advantage of the benefit || Only the people who need it most should get something from the state || It might encourage people to stop working || It is impossible to finance|,14_25,0.922278948
FR,France,39,male,rural,low,yes,yes,I have never heard of it,I would vote against it,A basic income would not affect my work choices,None of the above,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward || Foreigners might come to my country and take advantage of the benefit|,26_39,0.780069992
FR,France,49,male,rural,medium,yes,yes,I have heard just a little about it,I would probably vote against it,‰Û_ do more volunteering work,It increases solidarity because it is funded by everyone,Only the people who need it most should get something from the state,40_65,1.239.491.087
